company,job_title,city,country,lat_long,ticket,discount,age,gender,times,org_size,background,decision_making,influence
USC,Freelance Journalist,Sherman Oaks,,"""34.148972,-118.451357""",Complimentary Registration,volunteer,25-34,Female,1,1-2,Professional | Academic | Student | Entrepreneur/Start up  | Nonprofit | Entry Level | Broadcast | Print | Communications/Marketing,Yes,null
PRI's The World and other outlets,Multimedia Journalist,Sierra Madre,,"""34.161673,-118.052846""",Complimentary Registration,volunteer-video-team,35-44,Female,null,null,Professional | Person of Color,No,Medium
USC,Graduate Student,Simi Valley,,"""34.269447,-118.781482""",Student Member,member133kx5w8,55-64,Male,8-14,null,Student | Nonprofit,No,None
John S. Knight Journalism Fellowships at Stanford,Interim Fellowship Impact Leader,Stanford,,"""37.424106,-122.166076""",Almost There Member,member133kx5w8,35-44,Male,2,3-10,Academic | Entrepreneur/Start up  | Nonprofit | Director,No,Medium
JSK Fellowships @ Stanford,Innovation Director,Stanford,,"""37.424106,-122.166076""",Almost There Member,member133kx5w8,55-64,Female,4-7,3-10,Academic | Nonprofit | Director,No,High
JSK Journalism Fellowships,Director,Stanford,,"""37.424106,-122.166076""",Getting Closer Member,member133kx5w8,65+,Male,null,null,Professional | Academic | Director,Yes,null
JSK Journalism Fellowships,Managing Director,Stanford,,"""37.424106,-122.166076""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Professional | Academic | Director,Yes,null
Stanford University,Prof,Stanford,,"""37.424106,-122.166076""",Early-Bird Member,member133kx5w8,45-54,Female,8-14,501+,Academic,No,High
Stanford Graduate School of Business,Senior Editor,Stanford,,"""37.424106,-122.166076""",Getting-Closer Non-Member,,25-34,Female,null,null,Professional | Communications/Marketing,No,Medium
Stanford University,John S. Knight Journalism Fellow,Stanford,,"""37.424106,-122.166076""",Student Non-Member,,35-44,Female,1,null,Student,No,None
Stanford University,Professor,Stanford,,"""37.424106,-122.166076""",Almost There Member,member133kx5w8,45-54,Male,4-7,11-25,Academic,Yes,null
CBS,Online Producer,Studio City,,"""34.13956,-118.387099""",Complimentary Registration,studentnewsroom-mentor,35-44,Female,null,null,Professional,No,None
Freelance,Freelancer,Studio City,,"""34.13956,-118.387099""",Early-Bird Member,member133kx5w8,25-34,Female,1,26-100,Professional | Broadcast | Communications/Marketing,Yes,null
Reuters,Columnist,Studio City,,"""34.13956,-118.387099""",Early-Bird Member,member133kx5w8,45-54,Female,1,1-2,Professional | Entrepreneur/Start up  | Publisher,Yes,null
Yahoo,"Senior Manager, Editorial",Sunnyvale,,"""37.36883,-122.03635""",Early-Bird Member,member133kx5w8,35-44,Female,1,501+,Professional | Manager,No,Low
El Camino College,Assistant Professor of Journalism,Torrance,,"""33.835849,-118.340629""",Early-Bird Member - Approved Late,approved-late-member133kx5w8,35-44,Female,null,null,Academic,No,High
El Camino College Union,Editor-in-Chief,Torrance,,"""33.835849,-118.340629""",Student Non-Member,,18-24,Male,1,11-25,Student,No,Medium
Los Angeles News Group,Digital Director,Torrance,,"""33.835849,-118.340629""",Early-Bird Member,member133kx5w8,18-24,Female,2,501+,Professional,No,None
Los Angeles News Group,Managing Editor - Digital,Torrance,,"""33.835849,-118.340629""",Early-Bird Member,member133kx5w8,35-44,Female,1,101-300,Professional | Manager,No,High
KVEA Telemundo52,Station Web Editor,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Low
KVEA Telemundo52,Promotions and Marketing Coordinator,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Low
NBC Universal,Talent Acquisition Recruiter,Universal City,,"""34.139769,-118.350578""",Complimentary Registration,ona-platinum,25-34,Female,1,501+,Professional | Person of Color | Broadcast | Other,No,None
NBC4,Digital News Producer and Social Media Lead,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,25-34,Female,1,null,Professional,No,Low
NBC4,Managing Editor,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Medium
NBC4,Vice President of News,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,45-54,Male,1,null,Professional,No,High
NBC4,Assistant News Director,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Medium
NBC4 Southern California,Digital News Producer,Universal City,,"""34.139769,-118.350578""",Complimentary Registration,ona-platinum,25-34,Male,1,101-300,Professional | Person of Color | Broadcast,No,Low
NBC4 Southern California,"Vice President, Digital News",Universal City,,"""34.139769,-118.350578""",Complimentary Registration,speaker,45-54,Female,4-7,null,Professional,No,High
NBC4 Southern California,Executive Producer,Universal City,,"""34.139769,-118.350578""",Complimentary Registration,ona-platinum,35-44,Male,1,101-300,Professional | Person of Color | Broadcast,No,Low
NBC4 Southern California,Digital News Producer,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,35-44,Male,1,null,Professional,No,Low
NBC4 Southern California,Digital-Desk Producer,Universal City,,"""34.139769,-118.350578""",Complimentary Registration,ona-gold-silver,25-34,Female,1,101-300,Professional | Person of Color | Broadcast,No,Low
NBC4 Southern California,Digital News Producer,Universal City,,"""34.139769,-118.350578""",Early-Bird Member - Group,,25-34,Female,1,null,Professional,No,Low
NBC4 Southern California,Assignment Editor,Universal City,,"""34.139769,-118.350578""",Complimentary Registration,ona-platinum,18-24,Female,1,101-300,Professional | Person of Color | Broadcast,No,None
Gannett,Audience Analyst,Visalia,,"""36.330228,-119.292058""",Getting-Closer Non-Member,,25-34,Male,null,null,Professional | Manager | Print,No,Medium
CalState LA Golden Eagle Radio,News Director Chief News Anchor,West Hollywood,,"""34.090009,-118.361744""",Student Non-Member,,45-54,Male,1,11-25,Academic | Student | Person of Color | LGBT | Director | Entry Level | Broadcast | Independent News/Local | Other,No,High
Mt. San Antonio College,"Professor of Journalism, Adviser of Student Media",Walnut,,"""39.097283,-93.617172""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Academic | Publisher,Yes,null
Kaiser Health News,Multimedia Reporter,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Female,1,26-100,Professional | Person of Color,No,Medium
The Washington Post,"Editor, search/social/communities",Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Manager,No,Low
LANG,Designer,West Covina,,"""34.068621,-117.938953""",Complimentary Registration,volunteer,18-24,Female,null,null,Professional | Person of Color | Print,No,None
Los Angeles News Group,Executive Editor,West Covina,,"""34.068621,-117.938953""",Early-Bird Member,member133kx5w8,35-44,Male,1,101-300,Professional,Yes,null
Los Angeles News Group,Digital News Director,West Covina,,"""34.068621,-117.938953""",Early-Bird Member,member133kx5w8,25-34,Male,2,101-300,Professional,No,Low
,Freelance,West Covina,,"""34.068621,-117.938953""",Complimentary Registration,volunteer,18-24,Female,1,null,Entry Level,No,None
KOVR/KMAX,Excutive Producer - Digital Media,West Sacramento,,"""38.580461,-121.530234""",Almost There Member,member133kx5w8,35-44,Male,1,101-300,Professional | Executive | Manager | Technologist | Broadcast,No,High
smithgeiger,svp,Westlake Village,,"""34.146647,-118.807373""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional,No,Medium
Los Angeles Daily News,Staff writer,Woodland Hills,,"""34.165357,-118.608975""",Complimentary Registration,volunteer,35-44,Female,null,null,Professional | Print,No,Low
Los Angeles News Group,Digital Director for Video,Woodland Hills,,"""34.165357,-118.608975""",Early-Bird Member,member133kx5w8,25-34,Female,1,101-300,Professional | Director | Manager,No,Medium
Los Angeles News Group,Reporter,Woodland Hills,,"""34.165357,-118.608975""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional | Print,No,None
Google,Media Outreach Manager,Boulder,,"""40.014986,-105.270546""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional | Technologist,No,Medium
University of Colorado,Professor,Boulder,,"""40.014986,-105.270546""",Almost There Member,member133kx5w8,55-64,Male,4-7,11-25,Academic,No,High
Colorado Public Radio,Digital Editor,Centennial,,"""39.580745,-104.877173""",Early-Bird Member,member133kx5w8,55-64,Male,1,null,Manager,No,Medium
The Gazette/Clarity Media,Online Director,Colorado Springs,,"""38.833882,-104.821363""",Almost There Member,member133kx5w8,45-54,Male,1,26-100,Professional | Manager | Print,No,Low
5280 Magazine,Digital Associate Editor,Denver,,"""39.739236,-104.990251""",Early-Bird Member,member133kx5w8,25-34,Female,1,26-100,Professional | Print,No,None
7NEWS Denver | TheDenverChannel.com,Director of New Media,Denver,,"""39.739236,-104.990251""",Almost There Member,member133kx5w8,35-44,Female,1,101-300,Professional | Person of Color | Director | Broadcast,Yes,null
7NEWS KMGH,Exec. Producer of Digital,Denver,,"""39.739236,-104.990251""",Almost There Member,member133kx5w8,25-34,Male,3,101-300,Professional | Manager | Broadcast | Pure-Play Digital,No,Low
National Endowment for Financial Education,Director of Media Relations,Denver,,"""39.739236,-104.990251""",Complimentary Registration,exhibitor-only,35-44,Male,4-7,11-25,Nonprofit,Yes,null
National Endowment for Financial Education,Senior Director,Denver,,"""39.739236,-104.990251""",Complimentary Registration,exhibitor-fullpass-withbanquet,45-54,Female,4-7,11-25,Nonprofit,Yes,null
The Denver Post,News Director,Denver,,"""39.739236,-104.990251""",Early-Bird Member,member133kx5w8,45-54,Male,4-7,101-300,Executive | Director | Print,Yes,null
The Denver Post,Director of Audience Development,Denver,,"""39.739236,-104.990251""",Almost There Member,member133kx5w8,25-34,Male,3,101-300,Professional | Director | Print | Independent News/Local,No,Medium
The Denver Post,Digital Director,Denver,,"""39.739236,-104.990251""",Early-Bird Member,member133kx5w8,45-54,Female,4-7,101-300,Professional | Director,No,Medium
The Durango Herald,Senior editor,Durango,,"""37.27528,-107.880067""",Early-Bird Member - Approved Late,approved-late-member133kx5w8,45-54,Female,null,null,Professional,Yes,null
Fort Collins Coloradoan,Engagement Editor,Fort Collins,,"""40.58526,-105.084423""",Complimentary Registration,speaker,25-34,Female,2,null,Professional | Manager | Print,No,Low
High Country News,Web editor,Paonia,,"""38.86832,-107.592002'",Getting-Closer Non-Member,,25-34,Female,null,null,Professional | Nonprofit | Manager,No,Medium
Steamboat Pilot & Today,City reporter,Steamboat Springs,,"""40.484977,-106.831716""",Complimentary Registration,volunteer,25-34,Male,1,26-100,Professional,No,Low
Vail Daily,Editor,Vail,,"""39.640264,-106.374195""",Almost There Member,member133kx5w8,35-44,Male,1,26-100,Professional,No,Medium
ESPN,Senior Director,Bristol,,"""41.671765,-72.94927""",Almost There Non-Member,,55-64,Male,null,null,Professional | Director | Broadcast,Yes,null
ESPN,Deputy Editor,Bristol,,"""41.671765,-72.94927""",Early-Bird Member,member133kx5w8,45-54,Female,1,501+,Professional | Person of Color | Manager | Print,No,Medium
ESPN Digital and Print Media,"Deputy Editor, Olympic and International Sports",Bristol,,"""41.671765,-72.94927""",Complimentary Registration,speaker,35-44,Female,3,null,Professional | Manager | Broadcast | Print | Pure-Play Digital,No,Medium
ESPN.com,News editor,Bristol,,"""41.671765,-72.94927""",Getting Closer Member,member133kx5w8,35-44,Male,null,null,Professional | Broadcast | Publisher,No,Low
Hartford Courant,Online Producer,Hartford,,"""41.763711,-72.685093""",Early-Bird Member,member133kx5w8,25-34,Male,1,101-300,Professional | Manager | Print | Pure-Play Digital,No,Low
Hartford Courant Media Group,Digital Editor,Hartford,,"""41.763711,-72.685093""",OJA Finalist ONA15 Registration + Banquet,oja-finalist,35-44,Female,3,101-300,Professional | Executive | Manager | Print,No,High
Hartford Courant,Online Producer,Hartford ,,"""41.763711,-72.685093""",Early-Bird Member,survey-discount,18-24,Female,1,101-300,Entry Level | Print,No,None
ConnCAN,Publicist,New Haven,,"""41.308274,-72.927883""",Student Non-Member,,18-24,Female,1,null,Professional | Student,No,None
Yale Information Society Project,Executive Director,New Haven,,"""41.308274,-72.927883""",Complimentary Registration,speaker,25-34,Female,null,null,Academic,Yes,null
Yale Law School Information Society Project,Postdoctoral Associate and Knight Law and Media Fe,New Haven,,"""41.308274,-72.927883""",Complimentary Registration,speaker,25-34,Female,1,null,Academic,No,Low
The Day,Digital News Director,New London,,"""41.355654,-72.099521""",Complimentary Registration,studentnewsroom-mentor,35-44,Male,null,null,Professional | Person of Color | Director | Independent News/Local,No,Low
University of Connecticut,Assistant Professor of Journalism,Storrs,,"""41.808431,-72.249523""",Early-Bird Member,member133kx5w8,35-44,Female,4-7,3-10,Academic | Person of Color,No,Low
NBC Universal,"SVP, GM NBC Sports Digital",Trumbull,,"""41.242856,-73.200664""",Complimentary Registration,speaker,35-44,Male,1,null,Executive,Yes,null
Pontificia Universidad Catolica del Peru,journalist,Lima,Peru,"""-12.046374,-77.042793""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Professional | Academic,Yes,null
18F,Innovation Specialist,Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer,25-34,Male,null,null,Professional,No,Medium
Agence France-Presse,Multimedia Desk Chief,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Female,3,501+,Professional | Manager,No,Low
Agence France-Presse,Account Manager,Washington,,"""38.907192,-77.036871""",Early-Bird Member,sponsor-member133kx5w8,35-44,Female,8-14,501+,Professional | Manager | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Vendor | Publisher,No,None
Agence France-Presse,Business Development Director Mobile + Digital,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,55-64,Male,4-7,501+,Professional | Director | Manager | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Vendor | Publisher,No,None
Agence France-Presse,Account Manager,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,1,501+,Professional | Manager | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Vendor | Publisher,No,None
Agence France-Presse,Director - North America,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,55-64,Male,4-7,501+,Director,Yes,null
American University,Associate Professor and Director of American Unive,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,35-44,Male,1,null,Professional | Academic | Person of Color | Entrepreneur/Start up  | Nonprofit | Director | Developer | Pure-Play Digital,Yes,null
American University,Dean of the School of Communication,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,45-54,Male,1,null,Professional | Academic,Yes,null
American University School of Communication,Associate Professor,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,45-54,Male,8-14,null,Professional | Academic | Technologist,Yes,null
America's Blood Centers,"Publications Editor & Manager, Grassroots Advocacy",Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,1,11-25,Professional | Nonprofit | Entry Level | Communications/Marketing,No,Low
BBC News,Senior Producer - Social News,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Male,1,501+,Professional | Manager | Broadcast,No,Low
BBC News,Planning Editor,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,35-44,Female,1,26-100,Professional | Manager | Broadcast,No,High
BBG,Supervisor,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Broadcast,No,High
Bloomberg,Projects Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,1,501+,Professional | Publisher,No,Low
Center for International Media Assistance,Associate Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Non-Member,,25-34,Female,1,3-10,Nonprofit,No,Low
"Center for Media & Social Impact, American University",Founding Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-angel,45-54,Female,3,501+,Academic | Director,Yes,null
The Center for Public Integrity,Reporter,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Female,1,null,Professional | Nonprofit,No,Low
The Center for Public Integrity,Digital editor,Washington,,"""38.907192,-77.036871""",OJA Finalist ONA15 Registration + Banquet,oja-finalist,25-34,Male,1,null,Professional,No,High
Center for Responsive Politics,Political Nonprofit Investigator,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Male,1,null,Nonprofit | Manager | Independent News/Local,No,Medium
Chronicle of Higher Education,Senior Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Male,8-14,301-500,Professional | Academic | Manager,No,Medium
CNN,Senior multi-platform editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,1,501+,Professional,No,Low
CNN,Deputy multi-platform editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,1,501+,Professional,No,Low
CNN Politics Digital,Digital producer,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,18-24,Female,null,null,Professional,No,Medium
CNN Politics Digital,Assistant Managing Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,1,501+,Professional,No,Medium
Council on Foreign Relations,"Director of Multimedia, CFR.org",Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Male,4-7,101-300,Professional | Nonprofit | Publisher,No,Medium
C-SPAN,Web Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,45-54,Male,1,101-300,Professional | Nonprofit | Manager | Broadcast,No,Medium
Current,Managing,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,45-54,Female,1,3-10,Nonprofit | Manager,No,High
Davis Wright Tremaine LLP,Attorney,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Female,1,501+,Professional,No,Medium
Democracy Fund,Program Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,65+,Male,null,null,Professional,Yes,null
"Electable, FiscalNote, Online News Association",Web Enthusiast,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Male,3,null,Professional | Entrepreneur/Start up  | Manager | Developer | Communications/Marketing,No,Medium
Freelance,Multimedia Journalist,Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer-video-team,45-54,Female,null,null,Nonprofit | Pure-Play Digital | Communications/Marketing  | Other,Yes,null
George Washington University,Assistant Professor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,1,501+,Academic,No,Low
Howard University,Lecturer,Washington,,"""38.907192,-77.036871""",Student Non-Member,,55-64,Male,1,501+,Student,No,None
International Center for Journalists,IJNet Managing Editor,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Nonprofit | Director | Manager,No,Medium
International Reporting Project (IRP),Program Manager,Washington,,"""38.907192,-77.036871""",Student Member,member133kx5w8,25-34,Female,2,3-10,Student | LGBT | Nonprofit,Yes,null
International Women's Media Foundation,Deputy Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,program-team,25-34,Female,null,null,Director,No,High
It's All Journalism,Producer,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,45-54,Male,1,null,Professional | Entrepreneur/Start up,No,Low
Kaiser Health News,Web Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,4-7,11-25,Professional | Person of Color | Nonprofit,No,High
Mother Jones,Reporter,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Male,1,null,Professional | Print | Pure-Play Digital,No,Low
Mother Jones,Reporter,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Male,1,null,Professional,No,Medium
National Geographic,Senior Producer of Daily Content,Washington,,"""38.907192,-77.036871""",Almost There Non-Member,,25-34,Male,1,501+,Professional,No,Low
National Geographic,Online science editor,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Professional | Nonprofit,No,Low
National Geographic,Senior Blogger,Washington,,"""38.907192,-77.036871""",Almost There Non-Member,,35-44,Female,1,501+,Professional | Broadcast | Print,No,Medium
National Geographic,Senior Editor,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional,No,Medium
National Journal,"Assistant Editor, Audience Development",Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,18-24,Female,1,101-300,Professional | Academic | Student | Person of Color | LGBT | Manager,No,Low
National Journal,Assistant Managing Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,1,101-300,Person of Color | Manager | Print | Pure-Play Digital,No,High
National Press Foundation,President & COO,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,55-64,Female,null,null,Professional | Nonprofit,Yes,null
NPR,"Supervising Editor, Visuals",Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,35-44,Female,1,null,Professional,No,Medium
NPR,"Vice President, Digital Media",Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,45-54,Male,4-7,null,Executive,Yes,null
NPR,Manager of Social Marketing,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Female,3,null,Professional,No,Low
NPR,Director of Web and Engagement,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,8-14,501+,Professional | Nonprofit | Director | Technologist | Broadcast | Publisher,No,Medium
NPR,Director of Audience Engagement and New Ventures,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Female,3,null,Professional,No,High
NPR,Web Producer,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Female,3,null,Professional,No,Low
NPR,"Homepage Editor, NPR.org",Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Female,3,null,Nonprofit,No,High
NPR,"Digital Specialist, Editorial Coaching & Developme",Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Female,3,null,Professional,No,Low
NPR,Blogger/Host,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ed-comp-withbanquet,35-44,Female,1,501+,Professional | Nonprofit | Broadcast,No,Low
NPR,Ombudsman,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Professional | Nonprofit | Executive | Broadcast,No,None
NPR,Reference Library,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,1,301-500,Nonprofit,No,None
NPR,Audience and Community Relations Manager,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Male,3,null,Professional,No,Low
NPR,"Reporter, Code Switch",Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Female,3,null,Professional,No,Low
NPR,Consultant/Project Founder,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,45-54,Male,8-14,null,Professional | Academic | Person of Color | Nonprofit | Director | Broadcast,No,Medium
NPR,Senior Technical Recruiter,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,25-34,Female,3,null,Professional,No,Medium
NPR,"Deputy Supervising Senior Editor, National Desk",Washington,,"""38.907192,-77.036871""",Complimentary Registration,exhibitor-only,25-34,Male,3,null,Professional,No,Low
NPR,"Manager, Generation Listen",Washington,,"""38.907192,-77.036871""",Complimentary Registration,exhibitor-only,25-34,Male,3,null,Professional,No,Low
NPR,"Senior Digital Editor, NPR's Code Switch",Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Female,2,null,Professional | Manager | Broadcast,No,Medium
NPR,Online Editor,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,45-54,Male,4-7,null,Nonprofit,No,High
NPR,"_Intern, Science Desk",Washington,,"""38.907192,-77.036871""",Student Member,member133kx5w8,25-34,Female,1,null,Student,No,None
NPR,"Senior Recruiter, News & Content",Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,35-44,Female,2,501+,Professional,No,Medium
Nuba Reports,Outreach and Communications Director,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,25-34,Female,1,11-25,Professional | Nonprofit | Director | Communications/Marketing,No,Medium
Online News Association,Digital Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,staff,25-34,Male,null,null,Professional | Nonprofit | Director,No,High
Online News Association,Executive Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,staff,55-64,Female,null,null,Nonprofit | Executive,Yes,null
Online News Association,Digital Manager,Washington,,"""38.907192,-77.036871""",Complimentary Registration,staff,25-34,Male,null,null,Professional,No,Medium
Online News Association,"Sr. Manager, Strategic Partnerships",Washington,,"""38.907192,-77.036871""",Complimentary Registration,staff,35-44,Female,null,null,Professional | Manager,Yes,null
Online News Association,Deputy Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,staff,35-44,Male,4-7,null,Professional | Nonprofit | Director,No,High
Open Technology Institute at New America Foundation,Civic Innovation Fellow,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Female,1,null,Professional | Academic | LGBT | Nonprofit | Director | Technologist,No,Low
Pew Research Center,Social Media Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Female,3,101-300,Professional | Nonprofit,No,Low
Pew Research Center,Digital Producer,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,1,101-300,Professional | Nonprofit,No,Low
Pew Research Center,Assistant Digital Producer,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,18-24,Female,1,101-300,Professional | Nonprofit | Manager,No,High
Pew Research Center,RESEARCH ASSOCIATE,Washington,,"""38.907192,-77.036871""",Student Non-Member,,25-34,Female,2,null,Professional | Academic | Student | Nonprofit,No,Low
Pew Research Center,Senior Communications Manager,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Nonprofit,No,Medium
Pew Research Center,"VP, Digital and Communications",Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Female,3,101-300,Executive,No,High
Pew Research Center,Communications Associate,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Communications/Marketing,No,Medium
Pulitzer Center on Crisis Reporting,Managing Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-angel,35-44,Female,1,11-25,Professional | Nonprofit | Director,No,High
Reuters News Agency,Vice President,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ONA14-transfer,55-64,Male,null,null,Professional | Executive | Broadcast | Vendor,No,Medium
RTDNA,Executive Director,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ed-comp,55-64,Male,null,null,Nonprofit | Executive,Yes,null
RTDNF,Program Director,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,45-54,Male,1,3-10,Professional | Academic | Nonprofit | Director,Yes,null
"School of Communication, American University",Director Media Entrepreneurship,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,55-64,Female,null,null,Academic | Director,No,High
Science News,"deputy managing editor, digital",Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Professional | Nonprofit,No,Low
Scripps News Washington Bureau,Director of Digital Content,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,55-64,Male,null,null,Professional | Manager | Pure-Play Digital,No,Medium
Slate,Staff Writer,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Female,1,null,Professional,No,Low
Slate,Audience Engagement Editor,Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer-social-team,25-34,Male,null,null,Professional | Manager | Communications/Marketing,No,Medium
SmartBrief,Director of Business Planning and Analysis,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,35-44,Male,2,101-300,Professional | Director | Pure-Play Digital | Publisher,No,Medium
The Atlantic,Product Manager,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Female,1,null,Professional | Technologist,No,Low
